OrderID,OrderDate,Region,Product,Category,Quantity,UnitPrice,Sales,Profit,Salesperson,Channel
ORD01155,23-08-2025,South,Chair,Furniture,14,67601,946414,118965,Amit,Online
ORD01156,22-06-2025,South,Laptop,Electronics,7,14025,98175,9831,Karan,Online
ORD01157,05-03-2025,South,Pen,Stationery,15,9667,145005,20975,Karan,Online
ORD01158,28-06-2025,East,Tablet,Electronics,13,57277,744601,141790,Arjun,Offline
ORD01159,07-12-2025,South,Pen,Stationery,3,25278,75834,8144,Arjun,Online
ORD01160,05-11-2025,West,Notebook,Stationery,3,59548,178644,38452,Karan,Online
ORD01161,11-03-2025,North,Chair,Furniture,5,6467,32335,6382,Arjun,Offline
ORD01162,16-03-2025,West,Printer,Electronics,13,27462,357006,29140,Arjun,Offline
ORD01163,14-09-2025,South,Notebook,Stationery,8,18230,145840,30949,Neha,Offline
ORD01164,09-05-2025,North,Printer,Electronics,10,9509,95090,16650,Simran,Online
ORD01165,03-09-2025,West,Cabinet,Furniture,5,67975,339875,62606,Karan,Online
ORD01166,03-07-2025,South,Pen,Stationery,11,4018,44198,7046,Riya,Offline
ORD01167,11-10-2025,East,Marker,Stationery,10,27606,276060,46089,Neha,Online
ORD01168,17-10-2025,South,Laptop,Electronics,14,17326,242564,38023,Arjun,Offline
ORD01169,13-06-2025,North,Chair,Furniture,8,17967,143736,16485,Neha,Offline
ORD01170,30-11-2025,North,Cabinet,Furniture,7,54901,384307,81479,Karan,Online
ORD01171,09-09-2025,South,Marker,Stationery,4,65672,262688,24135,Neha,Offline
ORD01172,09-11-2025,North,Desk,Furniture,1,52159,52159,10317,Amit,Offline
ORD01173,21-04-2025,North,Printer,Electronics,5,65168,325840,60970,Amit,Offline
ORD01174,10-05-2025,South,Chair,Furniture,4,31955,127820,11004,Neha,Offline
ORD01175,29-05-2025,West,Cabinet,Furniture,9,379,3411,724,Neha,Online
ORD01176,16-08-2025,East,Pen,Stationery,9,32151,289359,58053,Neha,Offline
ORD01177,18-01-2025,South,Chair,Furniture,8,17614,140912,15183,Neha,Offline
ORD01178,13-04-2025,North,Notebook,Stationery,11,28882,317702,44818,Riya,Offline
ORD01179,27-05-2025,South,Pen,Stationery,12,23346,280152,44985,Amit,Online
ORD01180,02-08-2025,North,Printer,Electronics,10,60247,602470,63152,Karan,Online
ORD01181,22-05-2025,East,Cabinet,Furniture,2,23329,46658,10213,Neha,Online
ORD01182,10-03-2025,South,Chair,Furniture,8,50833,406664,79672,Simran,Online
ORD01183,12-01-2025,West,Chair,Furniture,1,66594,66594,10555,Neha,Online
ORD01184,12-02-2025,East,Notebook,Stationery,14,43218,605052,123003,Karan,Online
ORD01185,07-08-2025,North,Printer,Electronics,10,17723,177230,35051,Neha,Online
ORD01186,13-02-2025,East,Tablet,Electronics,11,38141,419551,68345,Arjun,Offline
ORD01187,20-12-2025,West,Cabinet,Furniture,8,4220,33760,6627,Simran,Online
ORD01188,15-01-2025,East,Chair,Furniture,13,45092,586196,119905,Amit,Offline
ORD01189,29-07-2025,South,Laptop,Electronics,1,29591,29591,3068,Arjun,Online
ORD01190,09-03-2025,South,Desk,Furniture,5,41608,208040,30544,Neha,Online
ORD01191,16-04-2025,West,Printer,Electronics,1,47260,47260,10216,Karan,Online
ORD01192,14-11-2025,East,Printer,Electronics,1,5998,5998,1068,Riya,Offline
ORD01193,18-09-2025,East,Marker,Stationery,6,18259,109554,11871,Simran,Offline
ORD01194,09-11-2025,North,Desk,Furniture,9,51226,461034,71926,Karan,Offline
ORD01195,14-03-2025,East,Chair,Furniture,11,43780,481580,52987,Amit,Offline
ORD01196,09-07-2025,South,Chair,Furniture,4,39771,159084,20130,Simran,Offline
ORD01197,05-05-2025,South,Marker,Stationery,15,20262,303930,49611,Karan,Online
ORD01198,28-12-2025,South,Tablet,Electronics,13,42355,550615,56034,Arjun,Online
ORD01199,11-06-2025,North,Chair,Furniture,15,41807,627105,65024,Amit,Offline
ORD01200,01-08-2025,West,Chair,Furniture,15,27559,413385,52727,Neha,Online
ORD01201,29-09-2025,South,Tablet,Electronics,2,38955,77910,13919,Riya,Online
ORD01202,24-10-2025,East,Notebook,Stationery,5,16281,81405,14448,Neha,Online
ORD01203,08-12-2025,South,Phone,Electronics,13,3114,40482,8880,Riya,Online
ORD01204,24-08-2025,West,Pen,Stationery,4,25625,102500,18227,Arjun,Online
ORD01205,10-05-2025,West,Laptop,Electronics,8,53412,427296,55676,Riya,Offline
ORD01206,07-03-2025,West,Phone,Electronics,6,39765,238590,40843,Riya,Offline
ORD01207,13-06-2025,North,Tablet,Electronics,9,50329,452961,39531,Arjun,Offline
ORD01208,29-05-2025,South,Chair,Furniture,13,10791,140283,23132,Neha,Online
ORD01209,04-05-2025,West,Tablet,Electronics,12,57985,695820,142640,Neha,Offline
ORD01210,26-08-2025,West,Printer,Electronics,9,17002,153018,15975,Arjun,Online
ORD01211,13-01-2025,North,Pen,Stationery,5,53279,266395,36376,Neha,Online
ORD01212,04-05-2025,West,Marker,Stationery,3,42497,127491,19218,Karan,Online
ORD01213,19-01-2025,West,Phone,Electronics,15,13354,200310,20146,Simran,Offline
ORD01214,11-04-2025,West,Cabinet,Furniture,3,24564,73692,15456,Simran,Offline
ORD01215,19-11-2025,South,Notebook,Stationery,14,45001,630014,133114,Amit,Online
ORD01216,23-10-2025,West,Laptop,Electronics,13,43115,560495,108144,Arjun,Offline
ORD01217,17-09-2025,South,Notebook,Stationery,13,51708,672204,92599,Amit,Offline
ORD01218,08-02-2025,East,Pen,Stationery,6,47480,284880,57660,Simran,Offline
ORD01219,07-05-2025,North,Notebook,Stationery,2,4946,9892,1553,Amit,Online
ORD01220,07-03-2025,East,Pen,Stationery,12,10852,130224,13585,Karan,Online
ORD01221,25-04-2025,South,Marker,Stationery,5,17122,85610,11519,Karan,Offline
ORD01222,11-02-2025,East,Pen,Stationery,6,61890,371340,47509,Arjun,Offline
ORD01223,10-08-2025,South,Chair,Furniture,1,69753,69753,11285,Riya,Offline
ORD01224,02-09-2025,South,Cabinet,Furniture,15,9496,142440,24904,Simran,Offline
ORD01225,05-10-2025,North,Laptop,Electronics,13,28435,369655,40269,Arjun,Offline
ORD01226,26-08-2025,South,Marker,Stationery,15,52294,784410,104423,Riya,Online
ORD01227,05-04-2025,East,Laptop,Electronics,5,13766,68830,11149,Riya,Online
ORD01228,04-10-2025,West,Pen,Stationery,6,18247,109482,20444,Amit,Offline
ORD01229,29-10-2025,West,Notebook,Stationery,11,1658,18238,1628,Riya,Offline
ORD01230,05-11-2025,East,Laptop,Electronics,7,19145,134015,12506,Riya,Offline
ORD01231,24-07-2025,West,Marker,Stationery,15,34948,524220,52726,Neha,Offline
ORD01232,29-01-2025,North,Notebook,Stationery,2,59711,119422,14723,Simran,Offline
ORD01233,30-01-2025,South,Tablet,Electronics,7,21544,150808,22650,Arjun,Online
ORD01234,02-03-2025,West,Printer,Electronics,6,44127,264762,35935,Karan,Offline
ORD01235,27-04-2025,North,Chair,Furniture,2,65469,130938,16109,Arjun,Offline
ORD01236,14-05-2025,North,Printer,Electronics,11,10180,111980,13434,Simran,Online
ORD01237,05-06-2025,North,Cabinet,Furniture,8,69326,554608,55876,Riya,Offline
ORD01238,27-03-2025,West,Notebook,Stationery,4,24926,99704,12830,Karan,Offline
ORD01239,07-10-2025,North,Notebook,Stationery,10,31961,319610,64067,Simran,Offline
ORD01240,17-05-2025,East,Desk,Furniture,2,64954,129908,14223,Karan,Online
ORD01241,27-07-2025,South,Notebook,Stationery,9,58042,522378,64734,Amit,Offline
ORD01242,25-08-2025,South,Marker,Stationery,3,18224,54672,5768,Karan,Online
ORD01243,03-08-2025,North,Phone,Electronics,5,55718,278590,42428,Neha,Online
ORD01244,18-11-2025,South,Phone,Electronics,6,63786,382716,75022,Amit,Online
ORD01245,01-05-2025,South,Marker,Stationery,14,37443,524202,106706,Riya,Online
ORD01246,10-08-2025,East,Pen,Stationery,4,61609,246436,21449,Simran,Online
ORD01247,10-03-2025,East,Desk,Furniture,5,51423,257115,35893,Riya,Online
ORD01248,20-09-2025,South,Marker,Stationery,2,53612,107224,14913,Neha,Offline
ORD01249,12-05-2025,West,Marker,Stationery,1,43856,43856,4339,Karan,Offline
ORD01250,21-08-2025,West,Chair,Furniture,8,14192,113536,12412,Riya,Online
ORD01251,20-01-2025,North,Printer,Electronics,13,45238,588094,80420,Riya,Online
ORD01252,04-08-2025,East,Chair,Furniture,15,59767,896505,108459,Neha,Online
ORD01253,17-11-2025,North,Pen,Stationery,9,51004,459036,73533,Arjun,Online
ORD01254,16-08-2025,East,Printer,Electronics,1,42449,42449,6982,Neha,Online
ORD01255,04-02-2025,West,Pen,Stationery,4,13098,52392,9822,Karan,Online
ORD01256,08-11-2025,South,Chair,Furniture,12,16723,200676,26228,Amit,Offline
ORD01257,23-08-2025,North,Tablet,Electronics,10,7203,72030,12289,Neha,Online
ORD01258,02-09-2025,North,Notebook,Stationery,3,26214,78642,12551,Amit,Offline
ORD01259,20-05-2025,South,Chair,Furniture,6,18118,108708,22378,Riya,Online
ORD01260,18-11-2025,West,Tablet,Electronics,1,42400,42400,5160,Neha,Online
ORD01261,09-02-2025,North,Phone,Electronics,14,68930,965020,90950,Simran,Online
ORD01262,23-07-2025,East,Printer,Electronics,14,50597,708358,107592,Amit,Offline
ORD01263,22-03-2025,West,Pen,Stationery,5,48810,244050,24591,Arjun,Offline
ORD01264,02-12-2025,South,Tablet,Electronics,14,43493,608902,61937,Amit,Online
ORD01265,18-01-2025,North,Phone,Electronics,2,3442,6884,604,Simran,Offline
ORD01266,18-05-2025,East,Cabinet,Furniture,3,4305,12915,1175,Karan,Offline
ORD01267,12-02-2025,East,Pen,Stationery,4,56371,225484,21398,Arjun,Online
ORD01268,09-09-2025,West,Desk,Furniture,6,29792,178752,23156,Simran,Offline
ORD01269,20-05-2025,North,Laptop,Electronics,4,57381,229524,36184,Neha,Offline
ORD01270,21-10-2025,East,Tablet,Electronics,11,45549,501039,105951,Riya,Offline
ORD01271,08-02-2025,North,Chair,Furniture,13,13912,180856,27536,Amit,Offline
ORD01272,14-04-2025,West,Laptop,Electronics,1,45592,45592,5957,Karan,Offline
ORD01273,28-11-2025,West,Printer,Electronics,2,46980,93960,7799,Arjun,Offline
ORD01274,27-06-2025,North,Chair,Furniture,10,50657,506570,50072,Arjun,Offline
ORD01275,17-01-2025,East,Cabinet,Furniture,10,17698,176980,27799,Riya,Online
ORD01276,19-08-2025,West,Notebook,Stationery,7,18695,130865,23067,Arjun,Online
ORD01277,17-07-2025,East,Desk,Furniture,10,40054,400540,66925,Simran,Online
ORD01278,13-02-2025,North,Desk,Furniture,11,231,2541,306,Amit,Online
ORD01279,27-08-2025,West,Chair,Furniture,2,47843,95686,9464,Riya,Offline
ORD01280,15-10-2025,East,Pen,Stationery,1,40830,40830,3616,Arjun,Online
ORD01281,31-05-2025,North,Notebook,Stationery,4,44846,179384,24672,Simran,Online
ORD01282,30-10-2025,East,Printer,Electronics,4,35166,140664,27659,Neha,Offline
ORD01283,10-06-2025,East,Desk,Furniture,15,42068,631020,77406,Neha,Online
ORD01284,14-09-2025,East,Phone,Electronics,14,20320,284480,59163,Arjun,Online
ORD01285,10-11-2025,West,Marker,Stationery,13,43459,564967,67830,Neha,Online
ORD01286,15-08-2025,South,Desk,Furniture,14,52162,730268,134821,Arjun,Offline
ORD01287,26-04-2025,West,Notebook,Stationery,1,59241,59241,5150,Arjun,Online
ORD01288,02-03-2025,South,Cabinet,Furniture,1,2379,2379,312,Amit,Online
ORD01289,30-03-2025,North,Pen,Stationery,15,14013,210195,21629,Arjun,Offline
ORD01290,22-10-2025,West,Laptop,Electronics,8,61135,489080,73314,Arjun,Offline
ORD01291,29-12-2025,North,Printer,Electronics,14,67454,944356,88485,Simran,Online
ORD01292,04-01-2025,East,Cabinet,Furniture,11,32630,358930,53163,Amit,Online
ORD01293,15-02-2025,West,Notebook,Stationery,12,44512,534144,85047,Neha,Online
ORD01294,25-10-2025,South,Desk,Furniture,5,58619,293095,47007,Amit,Offline
ORD01295,10-12-2025,West,Phone,Electronics,11,3432,37752,4445,Arjun,Offline
ORD01296,08-08-2025,South,Phone,Electronics,3,27232,81696,7389,Riya,Offline
ORD01297,09-05-2025,West,Chair,Furniture,11,21690,238590,23093,Riya,Offline
ORD01298,05-04-2025,North,Marker,Stationery,15,48091,721365,71377,Karan,Offline
ORD01299,25-07-2025,East,Marker,Stationery,15,69009,1035135,190934,Arjun,Offline
ORD01300,31-03-2025,West,Chair,Furniture,3,13222,39666,5109,Neha,Online
ORD01301,18-12-2025,West,Desk,Furniture,5,2239,11195,1916,Arjun,Online
ORD01302,19-06-2025,South,Pen,Stationery,14,46251,647514,85942,Neha,Online
ORD01303,24-10-2025,West,Phone,Electronics,3,47744,143232,16974,Simran,Offline
ORD01304,10-05-2025,North,Laptop,Electronics,4,5730,22920,3732,Karan,Online
ORD01305,11-02-2025,North,Notebook,Stationery,5,49345,246725,42199,Neha,Offline
ORD01306,29-11-2025,North,Laptop,Electronics,5,47765,238825,44756,Neha,Offline
ORD01307,16-11-2025,East,Phone,Electronics,8,15225,121800,18526,Arjun,Online
ORD01308,11-11-2025,West,Chair,Furniture,8,26467,211736,36946,Arjun,Online
ORD01309,24-05-2025,West,Pen,Stationery,1,24530,24530,2650,Arjun,Online
ORD01310,16-02-2025,East,Laptop,Electronics,7,62692,438844,83285,Simran,Offline
ORD01311,24-02-2025,West,Desk,Furniture,1,14845,14845,1812,Karan,Offline
ORD01312,17-05-2025,West,Notebook,Stationery,7,40770,285390,49517,Riya,Offline
ORD01313,08-05-2025,East,Tablet,Electronics,2,69155,138310,19990,Riya,Offline
ORD01314,17-03-2025,North,Printer,Electronics,3,58297,174891,18103,Karan,Offline
ORD01315,11-07-2025,North,Tablet,Electronics,13,37684,489892,52055,Karan,Online
ORD01316,06-11-2025,East,Desk,Furniture,7,56291,394037,75913,Simran,Offline
ORD01317,26-03-2025,West,Marker,Stationery,5,9516,47580,9434,Simran,Offline
ORD01318,10-08-2025,West,Pen,Stationery,11,31848,350328,37667,Arjun,Offline
ORD01319,11-01-2025,North,Pen,Stationery,10,10121,101210,8593,Karan,Offline
ORD01320,23-08-2025,North,Tablet,Electronics,9,63919,575271,123180,Simran,Online
ORD01321,07-09-2025,South,Marker,Stationery,14,68851,963914,122550,Simran,Offline
ORD01322,19-12-2025,West,Printer,Electronics,13,56913,739869,129856,Riya,Offline
ORD01323,04-09-2025,East,Laptop,Electronics,13,41462,539006,97074,Amit,Offline
ORD01324,08-08-2025,West,Laptop,Electronics,13,68029,884377,85911,Simran,Online
ORD01325,22-12-2025,South,Notebook,Stationery,14,55835,781690,83419,Amit,Offline
ORD01326,16-07-2025,South,Notebook,Stationery,12,29801,357612,40086,Karan,Online
ORD01327,07-10-2025,North,Pen,Stationery,4,6150,24600,3011,Amit,Online
ORD01328,23-10-2025,East,Cabinet,Furniture,13,64095,833235,157069,Simran,Online
ORD01329,14-06-2025,West,Notebook,Stationery,2,60324,120648,12022,Riya,Online
ORD01330,06-12-2025,South,Notebook,Stationery,7,60389,422723,36157,Amit,Offline
ORD01331,09-03-2025,South,Cabinet,Furniture,4,29739,118956,11779,Riya,Offline
ORD01332,24-05-2025,West,Phone,Electronics,7,37617,263319,24086,Simran,Online
ORD01333,05-05-2025,East,Chair,Furniture,6,52435,314610,61595,Neha,Offline
ORD01334,11-05-2025,North,Laptop,Electronics,2,40459,80918,7619,Arjun,Offline
ORD01335,13-11-2025,West,Tablet,Electronics,10,50653,506530,67233,Karan,Offline
ORD01336,31-07-2025,West,Notebook,Stationery,9,31389,282501,45986,Karan,Offline
ORD01337,04-01-2025,East,Notebook,Stationery,8,48765,390120,56269,Karan,Online
ORD01338,14-07-2025,North,Tablet,Electronics,2,7649,15298,2438,Neha,Online
ORD01339,30-11-2025,East,Laptop,Electronics,14,51964,727496,110549,Arjun,Online
ORD01340,02-10-2025,North,Chair,Furniture,9,36089,324801,54456,Neha,Offline
ORD01341,25-09-2025,West,Tablet,Electronics,1,12430,12430,1187,Amit,Online
ORD01342,19-11-2025,North,Phone,Electronics,6,51670,310020,62258,Neha,Online
ORD01343,01-10-2025,East,Notebook,Stationery,3,3807,11421,1790,Neha,Online
ORD01344,02-07-2025,North,Marker,Stationery,9,38238,344142,57186,Amit,Online
ORD01345,16-01-2025,West,Cabinet,Furniture,2,9847,19694,3786,Neha,Online
ORD01346,01-04-2025,East,Desk,Furniture,8,63020,504160,40640,Riya,Online
ORD01347,17-04-2025,West,Notebook,Stationery,14,19294,270116,26454,Riya,Online
ORD01348,14-09-2025,North,Pen,Stationery,12,37068,444816,50615,Amit,Offline
ORD01349,18-06-2025,East,Marker,Stationery,3,57711,173133,31343,Amit,Online
ORD01350,15-01-2025,South,Printer,Electronics,7,26154,183078,38159,Amit,Offline
ORD01351,05-08-2025,East,Chair,Furniture,5,63697,318485,25779,Amit,Offline
ORD01352,18-11-2025,West,Notebook,Stationery,7,5601,39207,7564,Simran,Online
ORD01353,19-11-2025,South,Printer,Electronics,3,5570,16710,2178,Arjun,Offline
ORD01354,19-07-2025,West,Cabinet,Furniture,9,56665,509985,46671,Simran,Online
ORD01355,26-02-2025,East,Tablet,Electronics,1,54182,54182,8113,Simran,Online
ORD01356,06-08-2025,North,Laptop,Electronics,6,35140,210840,34197,Amit,Offline
ORD01357,02-08-2025,South,Desk,Furniture,1,18733,18733,2051,Neha,Online
ORD01358,03-03-2025,East,Desk,Furniture,11,1850,20350,2316,Karan,Online
ORD01359,08-02-2025,South,Printer,Electronics,5,50388,251940,29205,Riya,Online
ORD01360,31-10-2025,South,Cabinet,Furniture,12,36715,440580,95401,Arjun,Online
ORD01361,04-05-2025,East,Printer,Electronics,14,43381,607334,122483,Simran,Online
ORD01362,15-04-2025,East,Printer,Electronics,14,39155,548170,65311,Karan,Offline
ORD01363,10-09-2025,West,Cabinet,Furniture,10,67476,674760,70782,Karan,Offline
ORD01364,12-01-2025,East,Cabinet,Furniture,1,69190,69190,9700,Amit,Offline
ORD01365,14-04-2025,West,Cabinet,Furniture,2,61294,122588,19631,Amit,Online
ORD01366,13-12-2025,West,Pen,Stationery,13,51570,670410,120894,Arjun,Online
ORD01367,03-04-2025,East,Notebook,Stationery,7,28652,200564,17091,Karan,Online
ORD01368,17-07-2025,East,Desk,Furniture,14,68266,955724,206647,Arjun,Online
ORD01369,14-01-2025,West,Pen,Stationery,2,32477,64954,5836,Arjun,Online
ORD01370,23-10-2025,South,Cabinet,Furniture,3,54439,163317,34120,Simran,Offline
ORD01371,04-02-2025,East,Desk,Furniture,15,19308,289620,58139,Simran,Online
ORD01372,09-02-2025,North,Tablet,Electronics,1,57561,57561,9307,Riya,Offline
ORD01373,05-02-2025,North,Chair,Furniture,13,10027,130351,14563,Riya,Offline
ORD01374,12-07-2025,West,Notebook,Stationery,3,32477,97431,13352,Neha,Online
ORD01375,17-03-2025,West,Cabinet,Furniture,13,18203,236639,27683,Karan,Online
ORD01376,08-05-2025,West,Printer,Electronics,3,52326,156978,32663,Neha,Online
ORD01377,05-10-2025,South,Printer,Electronics,9,50942,458478,85641,Arjun,Online
ORD01378,18-12-2025,East,Notebook,Stationery,15,37679,565185,54526,Karan,Offline
ORD01379,05-05-2025,North,Phone,Electronics,8,4241,33928,6188,Amit,Online
ORD01380,05-11-2025,North,Chair,Furniture,1,11812,11812,2503,Riya,Online
ORD01381,17-01-2025,West,Marker,Stationery,4,54062,216248,20815,Amit,Online
ORD01382,04-06-2025,South,Notebook,Stationery,15,62389,935835,197397,Amit,Online
ORD01383,24-07-2025,West,Phone,Electronics,8,29610,236880,22234,Amit,Online
ORD01384,09-06-2025,North,Phone,Electronics,13,64062,832806,132072,Arjun,Offline
ORD01385,14-08-2025,West,Printer,Electronics,5,15556,77780,7200,Simran,Online
ORD01386,10-10-2025,East,Pen,Stationery,15,4796,71940,11116,Arjun,Online
ORD01387,29-11-2025,West,Marker,Stationery,1,4500,4500,922,Karan,Offline
ORD01388,01-01-2026,North,Cabinet,Furniture,3,676,2028,305,Arjun,Online
ORD01389,11-03-2025,West,Desk,Furniture,4,14463,57852,6732,Riya,Offline
ORD01390,08-06-2025,East,Printer,Electronics,14,54014,756196,93979,Karan,Online
ORD01391,01-02-2025,East,Marker,Stationery,5,500,2500,256,Amit,Online
ORD01392,14-02-2025,South,Printer,Electronics,15,50593,758895,140473,Riya,Online
ORD01393,13-09-2025,North,Cabinet,Furniture,5,35507,177535,16507,Amit,Offline
ORD01394,08-01-2025,South,Chair,Furniture,8,43864,350912,70095,Neha,Offline
ORD01395,28-04-2025,North,Marker,Stationery,2,19346,38692,6759,Amit,Offline
ORD01396,01-07-2025,South,Pen,Stationery,11,63825,702075,149777,Arjun,Online
ORD01397,07-01-2025,West,Pen,Stationery,3,60263,180789,16962,Neha,Offline
ORD01398,03-12-2025,East,Marker,Stationery,4,15742,62968,12890,Arjun,Online
ORD01399,22-01-2025,East,Chair,Furniture,12,68489,821868,169588,Amit,Offline
ORD01400,31-08-2025,South,Laptop,Electronics,3,64332,192996,28357,Simran,Online
ORD01401,31-12-2025,South,Chair,Furniture,8,45591,364728,39678,Neha,Online
ORD01402,12-11-2025,West,Laptop,Electronics,1,46928,46928,3979,Amit,Online
ORD01403,19-09-2025,West,Marker,Stationery,3,57393,172179,26120,Arjun,Online
ORD01404,16-08-2025,South,Marker,Stationery,5,69047,345235,62977,Riya,Offline
ORD01405,08-05-2025,West,Notebook,Stationery,14,12320,172480,36108,Amit,Offline
ORD01406,22-03-2025,South,Cabinet,Furniture,10,4995,49950,10876,Amit,Offline
ORD01407,22-09-2025,West,Pen,Stationery,11,36207,398277,86928,Amit,Offline
ORD01408,02-03-2025,South,Marker,Stationery,6,35869,215214,43523,Karan,Offline
ORD01409,10-09-2025,South,Notebook,Stationery,7,17839,124873,11730,Simran,Offline
ORD01410,01-06-2025,South,Laptop,Electronics,13,48197,626561,52338,Amit,Online
ORD01411,14-03-2025,North,Printer,Electronics,9,63716,573444,86587,Karan,Online
ORD01412,04-11-2025,West,Chair,Furniture,15,30549,458235,57344,Amit,Online
ORD01413,08-03-2025,South,Cabinet,Furniture,3,32373,97119,13272,Riya,Online
ORD01414,14-07-2025,North,Notebook,Stationery,10,23872,238720,34551,Riya,Offline
ORD01415,10-09-2025,West,Tablet,Electronics,8,12646,101168,14231,Amit,Offline
ORD01416,12-11-2025,South,Phone,Electronics,2,46141,92282,14012,Amit,Online
ORD01417,10-10-2025,South,Chair,Furniture,4,41557,166228,28103,Neha,Online
ORD01418,10-10-2025,North,Cabinet,Furniture,6,5464,32784,6965,Riya,Online
ORD01419,04-02-2025,West,Tablet,Electronics,12,69169,830028,100513,Simran,Offline
ORD01420,15-06-2025,East,Printer,Electronics,14,19945,279230,46509,Simran,Offline
ORD01421,27-05-2025,South,Pen,Stationery,15,68297,1024455,180995,Karan,Online
ORD01422,11-05-2025,South,Pen,Stationery,12,6018,72216,9408,Karan,Offline
ORD01423,19-10-2025,South,Printer,Electronics,7,18251,127757,15987,Karan,Offline
ORD01424,22-01-2025,West,Laptop,Electronics,13,63719,828347,164362,Karan,Online
ORD01425,20-11-2025,North,Chair,Furniture,9,28143,253287,43051,Amit,Offline
ORD01426,07-05-2025,East,Desk,Furniture,13,10174,132262,22099,Riya,Offline
ORD01427,21-07-2025,East,Cabinet,Furniture,9,68756,618804,87114,Simran,Offline
ORD01428,15-02-2025,East,Cabinet,Furniture,14,26583,372162,77438,Arjun,Online
ORD01429,25-08-2025,South,Notebook,Stationery,11,33483,368313,51351,Amit,Offline
ORD01430,25-03-2025,East,Cabinet,Furniture,15,6446,96690,10100,Amit,Offline
ORD01431,12-03-2025,North,Marker,Stationery,14,27793,389102,71229,Amit,Online
ORD01432,08-04-2025,North,Printer,Electronics,14,24738,346332,75033,Karan,Online
ORD01433,14-07-2025,East,Marker,Stationery,7,36776,257432,34379,Amit,Offline
ORD01434,14-03-2025,North,Printer,Electronics,1,23667,23667,2569,Arjun,Offline
ORD01435,11-12-2025,North,Cabinet,Furniture,1,6962,6962,648,Riya,Online
ORD01436,31-01-2025,East,Tablet,Electronics,15,42017,630255,67579,Amit,Online
ORD01437,08-08-2025,West,Notebook,Stationery,6,63907,383442,42653,Arjun,Online
ORD01438,31-10-2025,West,Cabinet,Furniture,1,14898,14898,2159,Arjun,Online
ORD01439,02-07-2025,North,Marker,Stationery,2,20113,40226,6577,Simran,Offline
ORD01440,15-04-2025,North,Notebook,Stationery,5,26847,134235,13036,Neha,Online
ORD01441,25-12-2025,South,Notebook,Stationery,7,31650,221550,31945,Amit,Online
ORD01442,06-07-2025,East,Desk,Furniture,11,5126,56386,11820,Karan,Online
ORD01443,25-03-2025,West,Pen,Stationery,7,23994,167958,13942,Karan,Online
ORD01444,03-01-2025,North,Phone,Electronics,9,30656,275904,50207,Simran,Online
ORD01445,07-06-2025,South,Notebook,Stationery,13,3625,47125,7431,Amit,Online
ORD01446,25-08-2025,West,Desk,Furniture,4,26888,107552,16946,Neha,Offline
ORD01447,23-03-2025,South,Cabinet,Furniture,13,42817,556621,48388,Simran,Offline
ORD01448,10-03-2025,North,Desk,Furniture,7,43489,304423,59999,Riya,Offline
ORD01449,22-02-2025,East,Desk,Furniture,9,49257,443313,43911,Riya,Online
ORD01450,30-05-2025,North,Chair,Furniture,10,799,7990,1682,Amit,Online
ORD01451,24-11-2025,South,Desk,Furniture,7,56171,393197,51241,Karan,Online
ORD01452,14-05-2025,North,Cabinet,Furniture,6,10071,60426,10640,Neha,Offline
ORD01453,19-12-2025,North,Desk,Furniture,8,46584,372672,54550,Riya,Offline
ORD01454,06-03-2025,South,Phone,Electronics,10,31320,313200,60153,Neha,Offline
ORD01455,29-08-2025,West,Desk,Furniture,13,25933,337129,70327,Riya,Offline
ORD01456,09-01-2025,East,Printer,Electronics,9,66003,594027,62309,Neha,Online
ORD01457,17-10-2025,West,Tablet,Electronics,1,24860,24860,4387,Arjun,Offline
ORD01458,21-08-2025,West,Desk,Furniture,4,18663,74652,14327,Karan,Online
ORD01459,06-09-2025,West,Printer,Electronics,8,52859,422872,85004,Arjun,Online
ORD01460,23-09-2025,West,Notebook,Stationery,14,16756,234584,34479,Arjun,Offline
ORD01461,28-04-2025,West,Desk,Furniture,12,6842,82104,12055,Karan,Offline
ORD01462,27-10-2025,East,Notebook,Stationery,10,54599,545990,117493,Amit,Offline
ORD01463,13-05-2025,South,Desk,Furniture,15,59370,890550,84411,Arjun,Offline
ORD01464,10-03-2025,South,Notebook,Stationery,3,41151,123453,16728,Simran,Offline
ORD01465,28-12-2025,East,Chair,Furniture,12,66884,802608,151652,Arjun,Online
ORD01466,07-07-2025,West,Pen,Stationery,8,19420,155360,24748,Simran,Offline
ORD01467,19-11-2025,North,Marker,Stationery,3,33316,99948,19424,Arjun,Offline
ORD01468,25-10-2025,South,Cabinet,Furniture,11,62768,690448,119944,Arjun,Online
ORD01469,21-09-2025,West,Pen,Stationery,11,53580,589380,126941,Neha,Offline
ORD01470,13-08-2025,North,Tablet,Electronics,3,35807,107421,11581,Riya,Online
ORD01471,22-01-2025,East,Chair,Furniture,3,27752,83256,11268,Arjun,Online
ORD01472,29-12-2025,South,Tablet,Electronics,5,46546,232730,40256,Amit,Online
ORD01473,20-09-2025,East,Phone,Electronics,14,57004,798056,170178,Amit,Offline
ORD01474,13-04-2025,North,Cabinet,Furniture,7,3129,21903,2080,Arjun,Online
ORD01475,04-03-2025,South,Laptop,Electronics,11,25028,275308,31288,Karan,Online
ORD01476,08-11-2025,North,Marker,Stationery,6,59939,359634,79080,Amit,Offline
ORD01477,14-07-2025,South,Cabinet,Furniture,14,8893,124502,23994,Riya,Offline
